####Molesworth Cover scores for randomly located plots established  by NZ Forest Surveys Jan 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"###Plot sizes are: Subplot1- 0.25 m2 (0.5m x 0.5m), Subplot2- 1 m2 (1m x 1m), Subplot3- 4 m2 (2m x 2m), Subplot4- 25 m2 (5m x 5m), Subplot5- 100 m2 (10m x 10m), Subplot6- 400 m2 (20m x 20m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"##Height tiers are: 1 (0-0.1 m high); 2 (0.1-0.3); 3 (0.3-1); 4 (1-2), 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###Some duplicted species entries removed manually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transect,Plot No.,Species,Subplot1.Tier1,Subplot1.Tier2,Subplot1.Tier3,Subplot1.Tier4,Subplot1.Tier5,Subplot1.Tier6,Subplot2.Tier1,Subplot2.Tier2,Subplot2.Tier3,Subplot2.Tier4,Subplot2.Tier5,Subplot2.Tier6,Subplot3.Tier1,Subplot3.Tier2,Subplot3.Tier3,Subplot3.Tier4,Subplot3.Tier5,Subplot3.Tier6,Subplot4.Tier1,Subplot4.Tier2,Subplot4.Tier3,Subplot4.Tier4,Subplot4.Tier5,Subplot4.Tier6,Subplot5.Tier1,Subplot5.Tier2,Subplot5.Tier3,Subplot5.Tier4,Subplot5.Tier5,Subplot5.Tier6,Subplot6.Tier1,Subplot6.Tier2,Subplot6.Tier3,Subplot6.Tier4,Subplot6.Tier5,Subplot6.Tier6,BrowserSpecies,BrowserIntensity
L,2,VERTHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
L,2,VERVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
L,2,VERVIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
L,2,VIOARV,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
L,2,WAHALB,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
L,3,ANTODO,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
L,3,ARESER,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
L,3,BARE GROUND,3,,,,,,4,,,,,,4,,,,,,4,,,,,,3,,,,,,2,,,,,,,
L,3,BROHOR,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
L,3,DACGLO,,,,,,,,,,,,,3,2,1,,,,3,2,1,,,,3,2,1,,,,3,2,1,,,,,
L,3,DIAARM,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
L,3,DISTOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,cattle,L
L,3,ECHVUL,2,1,,,,,2,1,1,,,,2,1,,,,,2,1,1,,,,2,1,1,,,,2,1,1,,,,,
L,3,ELYAFR,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,3,GERSES,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
L,3,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
L,3,HIEPIL,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
L,3,KOENOV,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
L,3,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
L,3,LITTER,2,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,
L,3,MELALP,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,hare,H
L,3,MUECOM,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
L,3,MYODIS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
L,3,OROMIN,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,,,,
L,3,POACIT,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
L,3,POACOL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
L,3,RAOAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
L,3,ROCK,1,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,
L,3,ROSRUB,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,
L,3,RUMACE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
L,3,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
L,3,SENQUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
L,3,THELON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
L,3,TRIARV,3,1,,,,,3,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,3,TRIDUB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
L,3,TRIPRA,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,3,TRIREP,1,,,,,,3,,,,,,3,,,,,,3,,,,,,3,,,,,,3,,,,,,,
L,3,VEGETATION,5,3,,,,,4,2,1,,,,5,2,1,,,,5,3,1,,,,5,3,2,,,,5,4,2,,,,,
L,3,VERTHA,3,1,,,,,2,1,,,,,2,1,1,,,,1,1,,,,,1,1,1,,,,1,1,1,,,,,
L,3,VERVIR,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,4,ANTODO,,,,,,,,,,,,,2,1,1,,,,2,1,1,,,,1,1,1,,,,2,1,1,,,,,
L,4,BARE GROUND,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
L,4,BROHOR,1,1,,,,,2,2,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,2,1,1,,,,,
L,4,CERFON,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,4,DACGLO,1,1,1,,,,2,1,1,,,,3,3,2,,,,3,3,2,,,,3,3,2,,,,4,4,2,,,,,
L,4,DIAARM,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,4,DICCRI,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
L,4,ECHVUL,2,1,1,,,,2,1,,,,,2,2,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
L,4,ELYAFR,,,,,,,,,,,,,,,,,,,2,1,1,,,,1,1,1,,,,1,1,1,,,,,
L,4,FESNOV,3,3,1,,,,2,2,1,,,,3,3,1,,,,2,2,1,,,,2,2,1,,,,1,1,1,,,,,
L,4,HIECAE,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,4,HIEMUR,1,1,,,,,1,1,1,,,,2,2,1,,,,2,1,1,,,,2,1,1,,,,2,1,1,,,,,
L,4,HIEPIL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
L,4,HOLLAN,,,,,,,1,1,1,,,,1,1,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
L,4,KOENOV,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,4,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
L,4,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,,
L,4,OROMIN,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,4,PHLPRA,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,,
L,4,PIMORE,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
L,4,POACOL,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
L,4,POAPRA,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,4,ROCK,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
L,4,ROSRUB,,,1,,,,2,3,4,1,,,2,3,3,1,,,2,2,2,1,,,1,2,2,1,,,1,2,2,1,,,cattle,L
L,4,RUMACE,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,4,TRIARV,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
L,4,TRIDUB,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
L,4,TRIPRA,,,,,,,,,,,,,1,1,,,,,2,3,2,,,,2,2,1,,,,2,2,1,,,,,
L,4,TRIREP,3,3,,,,,5,2,,,,,4,2,,,,,5,3,,,,,4,2,,,,,4,1,,,,,,
L,4,VEGETATION,6,5,1,,,,6,5,4,,,,6,4,3,,,,6,4,4,,,,6,5,3,,,,6,5,3,,,,,
L,4,VERTHA,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,1,1,1,,,,,
L,4,VERVIR,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,,
M,1,ACIAUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,1,ACRCOL,,,,,,,,,,,,,1,,,,,,1,1,,,,,2,2,1,,,,1,1,1,,,,,
M,1,ANIARO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,1,ANIFIL,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
M,1,BARE GROUND,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,BRABEL,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,CELGRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,CELSPE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,DACGLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
M,1,DEYAVE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,
M,1,DIAARM,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,DISTOU,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,
M,1,ECHVUL,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
M,1,ELYAFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
M,1,FESNOV,,,,,,,3,3,2,,,,2,2,1,,,,3,3,1,,,,3,3,2,,,,3,3,2,,,,,
M,1,GERSES,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,HIECAE,,,,,,,1,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,
M,1,HIEMUR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,HIEPIL,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,,
M,1,HOLLAN,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,,
M,1,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,1,LEUFRA,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,LINCAT,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,LITTER,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,LUZRUF,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,1,MICSCA,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,MOSS,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,OLECYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
M,1,OZOVAU,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
M,1,PIMORE,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
M,1,PIMSER,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,1,POACOL,1,,,,,,1,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,
M,1,PRACOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,1,RAOHOO,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,ROSRUB,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
M,1,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,RYTPUM,,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,RYTSET,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,SCLUNI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,THELON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,1,TRIARV,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,TRIDUB,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,TRIPRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,,
M,1,TRIREP,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,UNCSP,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,1,VEGETATION,5,,,,,,6,3,2,,,,6,2,1,,,,6,3,1,,,,6,3,1,,,,6,3,2,,,,,
M,1,WAHALB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,ACIAUR,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,1,1,1,,,,hare,L
M,2,ACRCOL,,,,,,,,,,,,,1,,,,,,3,3,,,,,2,2,2,,,,3,3,2,,,,,
M,2,AGRCAP,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
M,2,ANIARO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,2,ANIFIL,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,ARIFRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
M,2,BARE GROUND,5,,,,,,5,,,,,,5,,,,,,4,,,,,,3,,,,,,2,,,,,,,
M,2,BRABEL,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,BRAMON,,,,,,,,,,,,,,,,,,,2,2,1,,,,3,3,2,,,,2,2,1,,,,,
M,2,BULHOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
M,2,CARAVO,,,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
M,2,CARMON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,hare,H
M,2,CARSP,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,CELGRA,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,CELMON,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,,
M,2,CELSPE,,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,CERFON,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,CHIFSB,,,,,,,,,,,,,,,,,,,2,2,1,,,,2,2,1,,,,1,1,1,,,,,
M,2,COPPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,
M,2,COPTAY,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,
M,2,CRALAN,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,DACGLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
M,2,DEYAVE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,,,,,,,
M,2,DIAARM,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,DRAROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
M,2,ELYAFR,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,EPIALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,2,FESNOV,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,2,2,1,,,,,
M,2,GAUDEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,2,GENCOR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,GERSES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,2,HEBBRA,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,
M,2,HEBRAK,,,,,,,,,,,,,3,3,2,,,,2,2,1,,,,1,1,1,,,,1,1,1,,,,,
M,2,HIECAE,2,,,,,,2,,,,,,1,,,,,,1,,,,,,2,,,,,,2,,,,,,,
M,2,HIEMUR,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,HIEPIL,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,2,,,,,,,
M,2,HIEPRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,2,HOLLAN,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,1,,,,,
M,2,HYPRAD,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,2,LINCAT,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,LITTER,2,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,LUZRUF,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,LYCFAS,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,MICSCA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,MOSS,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,OLECYM,,,,,,,1,,,,,,1,,,,,,2,2,2,,,,1,1,1,,,,1,1,1,,,,,
M,2,OZOVAU,,,,,,,,,,,,,,,,,,,1,1,1,,,,2,2,1,,,,2,2,2,,,,,
M,2,PHLPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,2,PHOCOO,,,,,,,,,,,,,,,,,,,1,1,1,,,,2,2,1,,,,2,2,1,,,,,
M,2,PIMORE,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,,
M,2,POACOL,,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,RANINS,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,RAOSUB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,2,ROCK,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,ROSRUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
M,2,RUMACE,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,2,RYTPUM,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,2,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
M,2,SCLUNI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,2,TRIPRA,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,1,1,1,,,,,
M,2,TRIREP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,2,UNCSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
M,2,VEGETATION,3,,,,,,3,1,,,,,3,3,2,,,,4,4,2,,,,5,4,4,,,,5,5,4,,,,,
M,2,WAHALB,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,3,ACACAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,3,ACRCOL,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,,
M,3,BARE GROUND,1,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,,
M,3,CARAVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,hare,H
M,3,CARSP,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,3,DACGLO,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,2,2,,,,,,
M,3,DIAARM,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,3,DICCRI,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
M,3,DISTOU,1,,,,,,1,,,,,,1,1,1,,,,2,2,2,,,,3,3,2,1,,,3,3,3,2,,,,
M,3,ECHVUL,,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,,
M,3,ELYAFR,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,,,,,,,
M,3,EUCAUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,3,FESNOV,3,3,,,,,3,3,,,,,3,3,,,,,3,2,,,,,2,2,1,,,,3,3,2,,,,,
M,3,GERSES,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,3,HIECAE,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,,,,,,,
M,3,HIEPIL,6,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,,
M,3,HOLLAN,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
M,3,HYPRAD,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,3,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,3,LINCAT,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,3,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,3,MELALP,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,1,,,,1,1,1,,,,hare,H
M,3,MICSCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
M,3,MICUNI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,3,MUEAXI,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,hare,L
M,3,OZOVAU,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,
M,3,PHLPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
M,3,PIMORE,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,
M,3,POACOL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,3,POAPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
M,3,ROCK,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,2,,,,,,,
M,3,ROSRUB,1,2,3,,,,1,2,2,,,,1,1,1,,,,1,1,1,,,,2,2,2,1,,,3,3,3,1,,,,
M,3,RYTTHO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,3,THELON,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,3,TRIREP,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,3,VEGETATION,6,3,3,,,,6,3,2,,,,6,3,2,,,,6,4,2,,,,6,3,3,,,,6,4,4,3,,,,
M,3,WAHALB,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,4,ACRCOL,1,,,,,,3,1,,,,,3,1,,,,,4,1,,,,,3,2,1,,,,3,2,1,,,,,
M,4,AGRCAP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,4,ANIFIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,4,ANTODO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,4,BARE GROUND,3,,,,,,3,,,,,,3,,,,,,3,,,,,,2,,,,,,1,,,,,,,
M,4,BRABEL,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,4,CARSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,4,CELGRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,4,CELSPE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,4,CHIFSB,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,,
M,4,CRALAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,4,DEYAVE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,4,DIAARM,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
M,4,DRAROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
M,4,FESNOV,,,,,,,1,1,,,,,2,2,,,,,1,1,1,,,,1,1,1,,,,1,1,1,,,,,
M,4,GERSES,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,4,HEBBRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
M,4,HIECAE,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,
M,4,HIEMUR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,
M,4,HIEPIL,3,,,,,,4,,,,,,4,,,,,,4,,,,,,5,,,,,,5,,,,,,,
M,4,HOLLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
M,4,LEUFRA,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,
